Area,Address,City,County,Price
5033,10322 West Point,Detroit,Wayne,"$11,900 "
5032,19480 STAHELIN Avenue,Detroit,Wayne,"$11,900 "
5055,10877 MARNE Street,Detroit,Wayne,"$11,900 "
5055,19146 KINGSVILLE Street,Detroit,Wayne,"$11,900 "
5042,15740 HARTWELL Street,Detroit,Wayne,"$11,924 "
5032,19311 HOUGHTON Street,Detroit,Wayne,"$11,924 "
5042,14854 TRACEY Street,Detroit,Wayne,"$11,924 "
5043,2499 N LA SALLE Gardens,Detroit,Wayne,"$11,924 "
5041,20120 PRAIRIE Street,Detroit,Wayne,"$12,000 "
5043,2489 FULLERTON Street,Detroit,Wayne,"$12,000 "
5055,5943 YORKSHIRE Road,Detroit,Wayne,"$12,000 "
5032,22614 PEMBROKE Avenue,Detroit,Wayne,"$12,000 "
5092,8442 ROSEMONT Avenue,Detroit,Wayne,"$12,000 "
5042,15830 SNOWDEN Street,Detroit,Wayne,"$12,000 "
5051,19480 Mackay Street S,Detroit,Wayne,"$12,000 "
5092,8262 PENROD Street,Detroit,Wayne,"$12,000 "
5051,18600 BINDER Street,Detroit,Wayne,"$12,000 "
5051,20210 MOENART Street,Detroit,Wayne,"$12,000 "
5051,18855 CALDWELL Street,Detroit,Wayne,"$12,000 "
5052,5650 casmere Street,Detroit,Wayne,"$12,000 "
5101,3174 S DARTMOUTH Street,Detroit,Wayne,"$12,000 "
5032,19453 BURGESS,Detroit,Wayne,"$12,000 "
5032,19700 FORRER Street,Detroit,Wayne,"$12,000 "
5033,16527 HARLOW Street,Detroit,Wayne,"$12,000 "
5054,14967 ROSSINI,Detroit,Wayne,"$12,000 "
5066,284 MANISTIQUE Street,Detroit,Wayne,"$12,000 "
5032,20019 WINTHROP Street,Detroit,Wayne,"$12,000 "
5101,7416 AMERICAN Street,Detroit,Wayne,"$12,000 "
5051,19414 YONKA,DETROIT,Wayne,"$12,000 "
5051,8210 E HILDALE Street,Detroit,Wayne,"$12,000 "
5066,1007 ALGONQUIN Street,Detroit,Wayne,"$12,000 "
5042,16233 WASHBURN Street,Detroit,Wayne,"$12,000 "
5034,13482 W OUTER DRIVE,DETROIT,Wayne,"$12,000 "
5055,10334 BRITAIN,DETROIT,Wayne,"$12,000 "
5055,3643 SOMERSET Avenue,Detroit,Wayne,"$12,000 "
5042,15111 STRATHMOOR Street,Detroit,Wayne,"$12,000 "
5042,16517 SNOWDEN Street,Detroit,Wayne,"$12,000 "
5092,6031 WESTWOOD Street,Detroit,Wayne,"$12,000 "
5101,2235 S ANNABELLE Street,Detroit,Wayne,"$12,000 "
5042,11376 MARK TWAIN Street,Detroit,Wayne,"$12,000 "
5051,20450 NORWOOD Street,Detroit,Wayne,"$12,000 "
5092,8211 ASHTON Avenue,Detroit,Wayne,"$12,000 "
5043,2260 S LaSalle Gardens,Detroit,Wayne,"$12,000 "
5042,16537 SNOWDEN Street,Detroit,Wayne,"$12,000 "
5032,19785 WESTBROOK Street,Detroit,Wayne,"$12,000 "
5034,12651 GRAYFIELD Street,Detroit,Wayne,"$12,000 "
5033,16630 HAZELTON Street,Detroit,Wayne,"$12,000 "
5034,11718 FAUST Avenue,Detroit,Wayne,"$12,000 "
5032,18069 HARLOW Street,Detroit,Wayne,"$12,000 "
5032,20220 OAKFIELD Street,Detroit,Wayne,"$12,000 "
5041,20255 PRAIRIE Street,Detroit,Wayne,"$12,000 "
5092,6001 PLAINVIEW Avenue,Detroit,Wayne,"$12,000 "
5092,6739 METTETAL Street,Detroit,Wayne,"$12,000 "
5033,16817 ASBURY Park,Detroit,Wayne,"$12,000 "
5041,18301 MENDOTA Street,Detroit,Wayne,"$12,000 "
5092,6420 MEMORIAL Street,Detroit,Wayne,"$12,000 "
5043,2292 N GLYNN Court N,Detroit,Wayne,"$12,000 "
5042,8277 WYOMING Street,Detroit,Wayne,"$12,000 "
5092,6064 MINOCK Street,Detroit,Wayne,"$12,000 "
5032,18369 SHIAWASSEE,Detroit,Wayne,"$12,000 "
5055,10334 BRITAIN Street,Detroit,Wayne,"$12,000 "
5034,12688 MEMORIAL Street,Detroit,Wayne,"$12,000 "
5042,15855 Cheyenne,Detroit,Wayne,"$12,000 "
5032,17134 SUNDERLAND Road,Detroit,Wayne,"$12,000 "
5092,5825 STAHELIN Avenue,Detroit,Wayne,"$12,000 "
5033,16100 BENTLER Street,Detroit,Wayne,"$12,000 "
5032,19931 Oakfield Street,Detroit,Wayne,"$12,000 "
